13,1
137,1
156,1
254,1
257,1
279,1
326,1
352,1
400,1
424,1
590,1
682,1
929,1
959,1
1000,1
1057,1
1082,1
1209,1
1248,1
1306,1
1323,1
1395,1
1479,1
1490,1
1568,1
1574,1
1582,1
1613,1
1613,1
1665,1
1688,1
1908,1
1946,1
1972,1
1993,1
2015,1
2095,1
2168,1
2245,1
2260,1
2277,1
2357,1
2426,1
2482,1
2518,1
2598,1
2695,1
2747,1
2781,1
2781,1
2785,1
2827,1
3079,1
3101,1
3107,1
3163,1
3195,1
3226,1
3238,1
3329,1
3424,1
3461,1
3487,1
3511,1
3529,1
3707,1
3714,1
3718,1
3965,1
4018,1
4026,1
4028,1
4068,1
4113,1
4134,1
4153,1
4194,1
4201,1
4212,1
4212,1
4224,1
4241,1
4257,1
4384,1
4409,1
4483,1
4514,1
4631,1
4659,1
4734,1
4846,1
4867,1
4908,1
4920,1
4948,1
4952,1
4970,1
4993,1
5114,1
5128,1
5195,1
5201,1
5215,1
5229,1
5230,1
5300,1
5305,1
5362,1
5362,1
5426,1
5462,1
5512,1
5545,1
5557,1
5575,1
5597,1
5619,1
5625,1
5639,1
5694,1
5814,1
5844,1
5913,1
5982,1
6097,1
6114,1
6126,1
6162,1
6217,1
6325,1
6361,1
6391,1
6402,1
6414,1
6426,1
6525,1
6571,1
6574,1
6575,1
6599,1
6675,1
6733,1
6740,1
6772,1
6785,1
6785,1
6801,1
6825,1
6910,1
7000,1
7110,1
7122,1
7194,1
7207,1
7222,1
7240,1
7245,1
7294,1
7297,1
7406,1
7417,1
7437,1
7441,1
7562,1
7623,1
7631,1
7644,1
7663,1
7723,1
7788,1
7794,1
8016,1
8047,1
8074,1
8155,1
8240,1
8245,1
8248,1
8267,1
8359,1
8431,1
8465,1
8479,1
8543,1
8585,1
8672,1
8717,1
8738,1
8797,1
8811,1
8834,1
8866,1
9044,1
9061,1
9270,1
9292,1
9311,1
9329,1
9330,1
9331,1
9333,1
9343,1
9357,1
9397,1
9446,1
9570,1
9573,1
9609,1
9666,1
9869,1
9881,1
9981,1
9982,1
10015,1
10042,1
10055,1
10067,1
10115,1
10333,1
10461,1
10529,1
10623,1
10636,1
10639,1
10668,1
10699,1
10851,1
10902,1
10919,1
10947,1
10983,1
11076,1
11078,1
11081,1
11086,1
11095,1
11138,1
11163,1
11269,1
11294,1
11294,1
